date,home_team,away_team,home_score,away_score,competition,stadium,city,country
3/27/1971,Scotland,England,26,6,Rugby Union Centenary International,Murrayfield Stadium,Edinburgh,Scotland
3/27/1971,France,Wales,5,9,1971 Five Nations Championship,Stade Colombes,Paris,France
6/12/1971,South Africa,France,22,9,1971 France rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa
6/19/1971,South Africa,France,8,8,1971 France rugby union tour of South Africa,Kings Park,Durban,South Africa
7/17/1971,Australia,South Africa,11,19,1971 South Africa tour of Australia,Sydney Cricket Ground,Sydney,Australia
7/31/1971,Australia,South Africa,6,14,1971 South Africa tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia
8/7/1971,Australia,South Africa,6,18,1971 South Africa tour of Australia,Sydney Cricket Ground,Sydney,Australia
11/20/1971,France,Australia,11,13,1971 Australia tour of France,Stadium Municipal,Toulouse,France
11/27/1971,France,Australia,18,9,1971 Australia tour of France,Stade Yves-du-Manoir,Colombes,France
1/15/1972,England,Wales,3,12,1972 Five Nations Championship,Twickenham,London,England
1/15/1972,Scotland,France,20,9,1972 Five Nations Championship,Murrayfield,Edinburgh,Scotland
1/29/1972,France,Ireland,9,14,1972 Five Nations Championship,Colombes,Paris,France
2/5/1972,Wales,Scotland,35,12,1972 Five Nations Championship,National Stadium,Cardiff,Wales
2/12/1972,England,Ireland,12,16,1972 Five Nations Championship,Twickenham,London,England
2/26/1972,France,England,37,12,1972 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France
3/18/1972,Scotland,England,23,9,1972 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/25/1972,Wales,France,20,6,1972 Five Nations Championship,National Stadium,Cardiff,Wales
4/29/1972,Ireland,France,24,14,Test Match,Lansdowne Road,Dublin,Ireland
6/3/1972,South Africa,England,9,18,1972 England rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa
6/17/1972,Australia,France,14,14,1972 France tour of Australia,Sydney Cricket Ground,Sydney,Australia
6/25/1972,Australia,France,15,16,1972 France tour of Australia,Ballymore Stadium,Brisbane,Australia
8/19/1972,New Zealand,Australia,29,6,1972 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand
9/2/1972,New Zealand,Australia,30,17,1972 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand
9/16/1972,New Zealand,Australia,38,3,1972 Australia tour of New Zealand,Eden Park,Auckland,New Zealand
12/2/1972,Wales,New Zealand,16,19,1972–73 New Zealand tour of Europe and North America,National Stadium,Cardiff,Wales
12/16/1972,Scotland,New Zealand,9,14,1972-73 New Zealand tour,Murrayfield,Edinburgh,Scotland
1/6/1973,England,New Zealand,0,9,"1972–73 New Zealand rugby union tour of Britain, Ireland, France and North America",Twickenham,London,England
1/13/1973,France,Scotland,16,13,1973 Five Nations Championship,Parc des Princes,Paris,France
1/20/1973,Wales,England,25,9,1973 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
1/20/1973,Ireland,New Zealand,10,10,"1972–73 New Zealand rugby union tour of Britain, Ireland, France and North America",Lansdowne Road,Dublin,Ireland
2/3/1973,Scotland,Wales,10,9,1973 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/10/1973,Ireland,England,18,9,1973 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/10/1973,France,New Zealand,13,6,1972–73 New Zealand tour,Parc des Princes,Paris,France
2/24/1973,England,France,14,6,1973 Five Nations Championship,Twickenham,London,England
2/24/1973,Scotland,Ireland,19,14,1973 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/10/1973,Wales,Ireland,16,12,1973 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
3/17/1973,England,Scotland,20,13,1973 Five Nations Championship,Twickenham Stadium,London,England
3/24/1973,France,Wales,12,3,1973 Five Nations Championship,Parc des Princes,Paris,France
4/14/1973,Ireland,France,6,4,1973 Five Nations Championship,Lansdowne Road,Dublin,Ireland
9/15/1973,New Zealand,England,10,16,1973 England rugby union tour of Fiji and New Zealand,Eden Park,Auckland,New Zealand
11/10/1973,Wales,Australia,24,0,1973 Australia tour of Great Britain and Italy,National Stadium,Cardiff,Wales
11/17/1973,England,Australia,20,3,1973 Australia tour of Great Britain and Italy,Twickenham Stadium,London,England
1/19/1974,France,Ireland,9,6,1974 Five Nations Championship,Parc des Princes,Paris,France
1/19/1974,Wales,Scotland,6,0,1974 Five Nations Championship,National Stadium,Cardiff,Wales
2/2/1974,Ireland,Wales,9,9,1974 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/2/1974,Scotland,England,16,14,1974 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/6/1974,England,Ireland,21,26,1974 Five Nations Championship,Twickenham,London,England
2/16/1974,Wales,France,16,16,1974 Five Nations Championship,National Stadium,Cardiff,Wales
3/2/1974,France,England,12,12,1974 Five Nations Championship,Parc des Princes,Paris,France
3/2/1974,Ireland,Scotland,9,6,1974 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/16/1974,England,Wales,16,12,1974 Five Nations Championship,Twickenham,London,England
3/16/1974,Scotland,France,19,6,1974 Five Nations Championship,Murrayfield,Edinburgh,Scotland
5/25/1974,Australia,New Zealand,6,11,1974 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
6/1/1974,Australia,New Zealand,16,16,1974 New Zealand tour of Australia,Ballymore Stadium,Brisbane,Australia
6/8/1974,Australia,New Zealand,6,16,1974 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
6/20/1974,Argentina,France,15,20,1974 France tour of Brazil and Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina
6/29/1974,Argentina,France,27,31,1974 France tour of Brazil and Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina
11/23/1974,France,South Africa,4,13,1974 South Africa rugby union tour of France,Stadium Municipal,Toulouse,France
11/23/1974,Ireland,New Zealand,6,15,"1974 New Zealand rugby union tour of Ireland, Wales and England",Lansdowne Road,Dublin,Ireland
11/30/1974,France,South Africa,8,10,1974 South Africa rugby union tour of France,Parc des Princes,Paris,France
1/18/1975,France,Wales,10,25,1975 Five Nations Championship,Parc des Princes,Paris,France
1/18/1975,Ireland,England,12,9,1975 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/1/1975,England,France,20,27,1975 Five Nations Championship,Twickenham,London,England
2/1/1975,Scotland,Ireland,20,13,1975 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/15/1975,Wales,England,20,4,1975 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
2/15/1975,France,Scotland,10,9,1975 Five Nations Championship,Parc des Princes,Paris,France
3/1/1975,Scotland,Wales,12,10,1975 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/1/1975,Ireland,France,25,6,1975 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/15/1975,Wales,Ireland,32,4,1975 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
3/15/1975,England,Scotland,7,6,1975 Five Nations Championship,Twickenham Stadium,London,England
5/24/1975,Australia,England,16,9,1975 England tour of Australia,Sydney Cricket Ground,Sydney,Australia
5/31/1975,Australia,England,30,21,1975 England tour of Australia,Ballymore Stadium,Brisbane,Australia
6/14/1975,New Zealand,Scotland,24,0,1975 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand
6/21/1975,South Africa,France,38,25,1975 France rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa
6/28/1975,South Africa,France,33,18,1975 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa
10/19/1975,France,Argentina,29,6,1975 Argentina tour of France,Stade de Gerland,Lyon,France
10/25/1975,France,Argentina,36,21,1975 Argentina tour of France,Parc des Princes,Paris,France
12/6/1975,Scotland,Australia,10,3,"1975–76 Australia tour of Great Britain, Ireland and North America",Murrayfield Stadium,Edinburgh,Scotland
12/20/1975,Wales,Australia,28,3,"1975–76 Australia tour of Great Britain, Ireland and North America",National Stadium,Cardiff,Wales
1/3/1976,England,Australia,23,6,"1975–76 Australia tour of Great Britain, Ireland and North America",Twickenham Stadium,London,England
1/10/1976,Scotland,France,6,13,1976 Five Nations Championship,Murrayfield,Edinburgh,Scotland
1/17/1976,Ireland,Australia,10,20,"1975–76 Australia tour of Great Britain, Ireland and North America",Lansdowne Road,Dublin,Ireland
1/17/1976,England,Wales,9,21,1976 Five Nations Championship,Twickenham,London,England
2/7/1976,France,Ireland,26,3,1976 Five Nations Championship,Parc des Princes,Paris,France
2/7/1976,Wales,Scotland,28,6,1976 Five Nations Championship,National Stadium,Cardiff,Wales
2/21/1976,Ireland,Wales,9,34,1976 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/21/1976,Scotland,England,22,12,1976 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/6/1976,England,Ireland,12,13,1976 Five Nations Championship,Twickenham,London,England
3/6/1976,Wales,France,19,13,1976 Five Nations Championship,National Stadium,Cardiff,Wales
3/20/1976,Ireland,Scotland,6,15,1976 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/20/1976,France,England,30,9,1976 Five Nations Championship,Parc des Princes,Paris,France
6/5/1976,New Zealand,Ireland,11,3,1976 Ireland rugby union tour of New Zealand and Fiji,Athletic Park,Wellington,New Zealand
7/24/1976,South Africa,New Zealand,16,7,1976 New Zealand tour,Kings Park Stadium,Durban,South Africa
8/14/1976,South Africa,New Zealand,9,15,1976 New Zealand tour,Free State Stadium,Bloemfontein,South Africa
9/4/1976,South Africa,New Zealand,15,10,1976 New Zealand tour,Newlands,Cape Town,South Africa
9/18/1976,South Africa,New Zealand,15,14,1976 New Zealand tour,Ellis Park,Johannesburg,South Africa
10/24/1976,France,Australia,18,15,1976 Australia tour of France and Italy,Stade Chaban-Delmas,Bordeaux,France
10/30/1976,France,Australia,34,6,1976 Australia tour of France and Italy,Parc des Princes,Paris,France
1/15/1977,Wales,Ireland,25,9,1977 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
1/15/1977,England,Scotland,26,6,1977 Five Nations Championship,Twickenham Stadium,London,England
2/1/1977,England,France,3,4,1977 Five Nations Championship,Twickenham,London,England
2/5/1977,France,Wales,16,9,1977 Five Nations Championship,Parc des Princes,Paris,France
2/5/1977,Ireland,England,0,4,1977 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/19/1977,Scotland,Ireland,21,18,1977 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/5/1977,France,Scotland,23,3,1977 Five Nations Championship,Parc des Princes,Paris,France
3/5/1977,Wales,England,14,9,1977 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
3/19/1977,Scotland,Wales,9,18,1977 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/19/1977,Ireland,France,6,15,1977 Five Nations Championship,Lansdowne Road,Dublin,Ireland
6/25/1977,Argentina,France,3,26,1977 France tour of Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina
7/2/1977,Argentina,France,18,18,1977 France tour of Argentina,Ferro Carrill Oeste,Buenos Aires,Argentina
11/11/1977,France,New Zealand,18,13,1977 New Zealand tour,Stadium Municipal,Toulouse,France
11/19/1977,France,New Zealand,3,15,1977 New Zealand tour,Parc des Princes,Paris,France
1/21/1978,France,England,15,6,1978 Five Nations Championship,Parc des Princes,Paris,France
1/21/1978,Ireland,Scotland,12,9,1978 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/4/1978,England,Wales,6,9,1978 Five Nations Championship,Twickenham,London,England
2/4/1978,Scotland,France,16,19,1978 Five Nations Championship,Murrayfield,Edinburgh,Scotland
2/18/1978,Wales,Scotland,22,14,1978 Five Nations Championship,National Stadium,Cardiff,Wales
2/18/1978,France,Ireland,10,9,1978 Five Nations Championship,Parc des Princes,Paris,France
3/4/1978,Ireland,Wales,16,20,1978 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/4/1978,Scotland,England,0,15,1978 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/18/1978,England,Ireland,15,9,1978 Five Nations Championship,Twickenham,London,England
3/18/1978,Wales,France,16,7,1978 Five Nations Championship,National Stadium,Cardiff,Wales
6/11/1978,Australia,Wales,18,8,1978 Wales tour of Australia,Ballymore Stadium,Brisbane,Australia
6/17/1978,Australia,Wales,19,17,1978 Wales tour of Australia,Sydney Cricket Ground,Sydney,Australia
8/19/1978,New Zealand,Australia,13,12,1978 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand
8/26/1978,New Zealand,Australia,22,6,1978 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand
9/9/1978,New Zealand,Australia,16,30,1978 Australia tour of New Zealand,Eden Park,Auckland,New Zealand
10/24/1978,Italy,Argentina,19,6,"1978 Argentina rugby union tour of Britain, Ireland and Italy",Stadio Comunale Mario Battaglini,Rovigo,Italy
11/4/1978,Ireland,New Zealand,6,10,1978 New Zealand rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland
11/11/1978,Wales,New Zealand,12,13,1978 New Zealand tour of Great Britain and Ireland,National Stadium,Cardiff,Wales
11/25/1978,England,New Zealand,6,16,1978 New Zealand rugby union tour of Britain and Ireland,Twickenham,London,England
12/9/1978,Scotland,New Zealand,9,18,1978 New Zealand tour,Murrayfield,Edinburgh,Scotland
1/20/1979,Scotland,Wales,13,19,1979 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
1/20/1979,Ireland,France,9,9,1979 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/1/1979,England,France,7,6,1979 Five Nations Championship,Twickenham,London,England
2/3/1979,Wales,Ireland,24,21,1979 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
2/3/1979,England,Scotland,7,7,1979 Five Nations Championship,Twickenham Stadium,London,England
2/17/1979,Ireland,England,12,7,1979 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/17/1979,France,Wales,14,13,1979 Five Nations Championship,Parc des Princes,Paris,France
3/3/1979,Scotland,Ireland,11,11,1979 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/17/1979,Wales,England,27,3,1979 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
3/17/1979,France,Scotland,21,17,1979 Five Nations Championship,Parc des Princes,Paris,France
6/3/1979,Australia,Ireland,12,27,1979 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia
6/16/1979,Australia,Ireland,3,9,1979 Ireland tour of Australia,Sydney Cricket Ground,Sydney,Australia
7/7/1979,New Zealand,France,23,9,1979 French tour of Fiji & New Zealand,Lancaster Park,Christchurch,New Zealand
7/14/1979,New Zealand,France,19,24,1979 French tour of Fiji & New Zealand,Eden Park,Auckland,New Zealand
7/28/1979,Australia,New Zealand,12,6,1979 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia
10/27/1979,Argentina,Australia,24,13,1979 Australia tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina
11/3/1979,Argentina,Australia,12,17,1979 Australia tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina
11/10/1979,Scotland,New Zealand,6,20,1979 New Zealand tour,Murrayfield,Edinburgh,Scotland
11/24/1979,England,New Zealand,9,10,"1979 New Zealand rugby union tour of England, Scotland and Italy",Twickenham,London,England
1/19/1980,Wales,France,18,9,1980 Five Nations Championship,National Stadium,Cardiff,Wales
1/19/1980,England,Ireland,24,9,1980 Five Nations Championship,Twickenham,London,England
2/2/1980,Ireland,Scotland,22,15,1980 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/2/1980,France,England,13,17,1980 Five Nations Championship,Parc des Princes,Paris,France
2/16/1980,Scotland,France,22,14,1980 Five Nations Championship,Murrayfield,Edinburgh,Scotland
2/16/1980,England,Wales,9,8,1980 Five Nations Championship,Twickenham,London,England
3/1/1980,Wales,Scotland,17,6,1980 Five Nations Championship,National Stadium,Cardiff,Wales
3/1/1980,France,Ireland,19,18,1980 Five Nations Championship,Parc des Princes,Paris,France
3/15/1980,Ireland,Wales,21,7,1980 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/15/1980,Scotland,England,18,30,1980 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
6/21/1980,Australia,New Zealand,13,9,1980 New Zealand tour of Australia and Fiji,Sydney Cricket Ground,Sydney,Australia
6/28/1980,Australia,New Zealand,9,12,1980 New Zealand tour of Australia and Fiji,Ballymore Stadium,Brisbane,Australia
7/12/1980,Australia,New Zealand,26,10,1980 New Zealand tour of Australia and Fiji,Sydney Cricket Ground,Sydney,Australia
11/1/1980,Wales,New Zealand,3,23,1980 New Zealand tour of North America and Wales,National Stadium,Cardiff,Wales
11/8/1980,South Africa,France,37,15,1980 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa
1/17/1981,Wales,England,21,19,1981 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
1/17/1981,France,Scotland,16,9,1981 Five Nations Championship,Parc des Princes,Paris,France
2/7/1981,Ireland,France,13,19,1981 Five Nations Championship,Lansdowne Road,Dublin,Ireland
2/7/1981,Scotland,Wales,15,6,1981 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/21/1981,England,Scotland,23,17,1981 Five Nations Championship,Twickenham Stadium,London,England
2/21/1981,Wales,Ireland,9,8,1981 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales
3/7/1981,Ireland,England,6,10,1981 Five Nations Championship,Lansdowne Road,Dublin,Ireland
3/7/1981,France,Wales,19,15,1981 Five Nations Championship,Parc des Princes,Paris,France
